itemCode,descriptionEng,descriptionChi,unit,packageUnit,unitPrice,cost
1352321,PK100 LAMIN FILM 100MI 55X85MM,過膠套名片 55 x 85 毫米/100 微米 - 每盒100張,EA,1,15.2,
1352354,"PK50 FLIP CHART PAPER W/HOLE 23X32""",活頁圖表紙 584 x 813毫米 - 每包50張,EA,1,70.9,
1352376,MAGNETIC W/BOARD 45X60CM,磁力白板 H45 x W60厘米,EA,1,153.5,
1352412,MAGNETIC W/BOARD 60X90CM,磁力白板 H60 x W90厘米,EA,1,289.8,
1352445,MAGNETIC W/BOARD 90X120CM,磁力白板 H90 x W120厘米,EA,1,527.2,
1352491,BX50 LYRECO PLAST COMB 45MM BLK,塑膠釘裝圈 黑色 直徑: 45毫米 - 每包50條,EA,1,129,
1352786,PK100 LAMIN FILM 100MI 110X160MM,過膠套 4R 110 x 160毫米/100 微米 - 每盒100張,EA,1,41.7,
1352797,PK100 LAMIN FILM 100MI 154X216MM,過膠套 A5 154 x 216毫米/100 微米 - 每盒100張,EA,1,73.5,
1353084,E-356 TRANS FOLDER 3POCK W/INDEX A4 CLR,E356 三格膠文件套 A4 透明,EA,1,6.5,
1353164,EMPLOYEE FRAME A4 SILVER,銀色相框 A4,EA,1,103.5,
1353186,BX50 PLAST COMB 22MM BLU,塑膠釘裝圈 藍色 直徑: 22毫米 - 每包50條,EA,1,71.2,
1353197,EMPLOYEE FRAME A4 GOLD,金色相框 A4,EA,1,103.5,
1353233,BX100 PVC REPORT COVER A4 0.25MM,透明封面膠片 A4 0.25毫米 - 每盒100張,EA,1,136,
1353288,BX100 PVC REPORT COVER A4 0.3MM,透明封面膠片 A4 0.3毫米 - 每盒100張,EA,1,139,
1353415,PK20 DATABASE FP-4045 COPYSAFE F4 80MIC,Data Base 加闊文件套 F4 磨砂面 - 20個裝,EA,1,20.4,
1353778,LYRECO LEVER ARCH FILE PVC F4 3'' GREY,Lyreco 全包膠檔案夾 F4 3吋 灰色,EA,1,20.5,
1353789,LYRECO LEVER ARCH FILE PVC F4 3'' BLK,Lyreco 全包膠檔案夾 F4 3吋 黑色,EA,1,20.5,
1353791,LYRECO LEVER ARCH FILE PVC F4 3'' BLU,Lyreco 全包膠檔案夾 F4 3吋 藍色,EA,1,20.5,
1353803,LYRECO LEVER ARCH FILE PVC F4 3'' GR,Lyreco 全包膠檔案夾 F4 3吋 綠色,EA,1,20.5,
1353814,LYRECO LEVER ARCH FILE PVC F4 3'' ORANGE,Lyreco 全包膠檔案夾 F4 3吋 橙色,EA,1,20.5,
1353825,LYRECO LEVER ARCH FILE PVC F4 3'' RED,Lyreco 全包膠檔案夾 F4 3吋 紅色,EA,1,20.5,
1353836,LYRECO LEVER ARCH FILE PVC F4 3'' YLLW,Lyreco 全包膠檔案夾 F4 3吋 黃色,EA,1,20.5,
1353847,LYRECO LEVER ARCH FILE PVC F4 2'' GREY,Lyreco 全包膠檔案夾 F4 2吋 灰色,EA,1,20.5,
1353858,LYRECO LEVER ARCH FILE PVC F4 2'' BLK,Lyreco 全包膠檔案夾 F4 2吋 黑色,EA,1,20.5,
1353869,LYRECO LEVER ARCH FILE PVC F4 2'' BLU,Lyreco 全包膠檔案夾 F4 2吋 藍色,EA,1,20.5,
1353871,LYRECO LEVER ARCH FILE PVC F4 2'' GR,Lyreco 全包膠檔案夾 F4 2吋 綠色,EA,1,20.5,
1353882,LYRECO LEVER ARCH FILE PVC F4 2'' ORANGE,Lyreco 全包膠檔案夾 F4 2吋 橙色,EA,1,20.5,
1353893,LYRECO LEVER ARCH FILE PVC F4 2'' RED,Lyreco 全包膠檔案夾 F4 2吋 紅色,EA,1,20.5,
1353905,LYRECO LEVER ARCH FILE PVC F4 2'' YLLW,Lyreco 全包膠檔案夾 F4 2吋 黃色,EA,1,20.5,
1353916,LYRECO LEVER ARCH FILE PVC A4 3'' GREY,Lyreco 全包膠檔案夾 A4 3吋 灰色,EA,1,20.5,
1353927,LYRECO LEVER ARCH FILE PVC A4 3'' BLK,Lyreco 全包膠檔案夾 A4 3吋 黑色,EA,1,20.5,
1353938,LYRECO LEVER ARCH FILE PVC A4 3'' BLU,Lyreco 全包膠檔案夾 A4 3吋 藍色,EA,1,20.5,
1353949,LYRECO LEVER ARCH FILE PVC A4 3'' GR,Lyreco 全包膠檔案夾 A4 3吋 綠色,EA,1,20.5,
1353951,LYRECO LEVER ARCH FILE PVC A4 3'' ORANGE,Lyreco 全包膠檔案夾 A4 3吋 橙色,EA,1,20.5,
1353962,LYRECO LEVER ARCH FILE PVC A4 3'' RED,Lyreco 全包膠檔案夾 A4 3吋 紅色,EA,1,20.5,
1353973,LYRECO LEVER ARCH FILE PVC A4 3'' YLLW,Lyreco 全包膠檔案夾 A4 3吋 黃色,EA,1,20.5,
1353984,LYRECO LEVER ARCH FILE PVC A4 2'' GREY,Lyreco 全包膠檔案夾 A4 2吋 灰色,EA,1,20.5,
1353995,LYRECO LEVER ARCH FILE PVC A4 2'' BLK,Lyreco 全包膠檔案夾 A4 2吋 黑色,EA,1,20.5,
1354008,LYRECO LEVER ARCH FILE PVC A4 2'' BLU,Lyreco 全包膠檔案夾 A4 2吋 藍色,EA,1,20.5,
1354019,LYRECO LEVER ARCH FILE PVC A4 2'' GR,Lyreco 全包膠檔案夾 A4 2吋 綠色,EA,1,20.5,
1354021,LYRECO LEVER ARCH FILE PVC A4 2'' ORANGE,Lyreco 全包膠檔案夾 A4 2吋 橙色,EA,1,20.5,
1354032,LYRECO LEVER ARCH FILE PVC A4 2'' RED,Lyreco 全包膠檔案夾 A4 2吋 紅色,EA,1,20.5,
1354043,LYRECO LEVER ARCH FILE PVC A4 2'' YLLW,Lyreco 全包膠檔案夾 A4 2吋 黃色,EA,1,20.5,
1354282,LYRECO LEVER ARCH FILE F4 3'' MARBLE,Lyreco 雲石紋檔案夾 F4 3吋,EA,1,17,
1354305,LYRECO LEVER ARCH FILE F4 2'' MARBLE,Lyreco 雲石紋檔案夾 F4 2吋,EA,1,17,
1354316,LYRECO LEVER ARCH FILE A4 3'' MARBLE,Lyreco 雲石紋檔案夾 A4 3吋,EA,1,17,
1354327,LYRECO LEVER ARCH FILE A4 2'' MARBLE,Lyreco 雲石紋檔案夾 A4 2吋,EA,1,17,
1354566,BANTEX 6005 INDEX 5-STEP PP A4 ASSTD COL,Bantex 辦得事 A4 塑膠顏色索引分類 5層,EA,1,8,
1354613,BANTEX 6010 INDEX 10-STEP PP A4 ASS COL,Bantex 辦得事 A4 塑膠顏色索引分類 10層,EA,1,12,
1354624,BANTEX 6013 INDEX 20-STEP PP A4 ASS COL,Bantex 辦得事 A4 塑膠顏色索引分類 20層,EA,1,29.2,
1354635,BANTEX 6211 INDEX PP 1-12 A4,Bantex 辦得事 A4 塑膠索引分類 1-12,EA,1,10.1,
1354646,BANTEX 6218 INDEX PP 1-15 A4,Bantex 辦得事 A4 塑膠索引分類 1-15,EA,1,15.1,
1354657,BANTEX 6205 INDEX PP 1-5 A4,Bantex 辦得事 A4 塑膠索引分類 1-5,EA,1,6.2,
1354668,BANTEX 6022 INDEX 12-STEP PP A4 ASS COL,Bantex 辦得事 A4 塑膠顏色索引分類 12層,EA,1,17.5,
1354681,BANTEX 6210 INDEX 1-10 PP A4,Bantex 辦得事 A4 塑膠索引分類 1-10,EA,1,9.5,
1354692,BANTEX 6213 INDEX 1-20 PP A4,Bantex 辦得事 A4 塑膠索引分類 1-20,EA,1,19.4,
1354704,BANTEX 6212 INDEX 1-31 PP A4,Bantex 辦得事 A4 塑膠索引分類 1-31,EA,1,20.8,
1354715,BANTEX 6286 INDEX A-Z PVC A4,Bantex 辦得事 A4 塑膠索引分類 A-Z,EA,1,14.4,
1354726,BANTEX 6219 INDEX JAN-DEC PP A4,Bantex 辦得事 A4 塑膠索引分類 Jan-Dec,EA,1,10.1,
1354806,"PK100 TREASURY TAG 250MM 10""",10吋 快勞繩 - 100個裝,EA,1,42.5,
1354921,Q-310 PLASTIC FOLDER A4 BLU,Q骨文件套 A4 藍色,EA,1,5.7,
1354932,Q-310 PLASTIC FOLDER A4 GR,Q骨文件套 A4 綠色,EA,1,5.7,
1354943,Q-310 PLASTIC FOLDER A4 RED,Q骨文件套 A4 紅色,EA,1,5.7,
1354954,Q-310 PLASTIC FOLDER A4 CLEAR,Q骨文件套 A4 透明,EA,1,5.7,
1354965,Q-310 PLASTIC FOLDER A4 YLLW,Q骨文件套 A4 黃色,EA,1,5.7,
1354976,E310 PLASTIC FOLDER A4 BLU,E310 膠文件套 A4 藍色 - 每包12個,BOX,12,0.6,
1354987,E310 PLASTIC FOLDER A4 SMOKE,E310 膠文件套 A4 茶色 - 每包12個,BOX,12,0.6,
1354998,E310 PLASTIC FOLDER A4 GR,E310 膠文件套 A4 綠色 - 每包12個,BOX,12,0.6,
1355002,E310 PLASTIC FOLDER A4 ORGE,E310 膠文件套 A4 橙色 - 每包12個,BOX,12,0.6,
1355013,E310 PLASTIC FOLDER A4 PURPLE,E310 膠文件套 A4 紫色 - 每包12個,BOX,12,0.6,
1355024,E310 PLASTIC FOLDER A4 RED,E310 膠文件套 A4 紅色 - 每包12個,BOX,12,0.6,
1355035,HFP E310 PLASTIC FOLDER A4 CLEAR,E310 膠文件套 A4 透明 - 每包12個,BOX,12,0.6,
1355046,E310 PLASTIC FOLDER A4 YLLW,E310 膠文件套 A4 黃色 - 每包12個,BOX,12,0.6,
1362336,KW TRIO 717 EYELET PUNCH,717 雞眼鉗,EA,1,101,
1362347,PK250 KW TRIO 707 EYELET,銅雞眼 - 每盒250枚,EA,1,26.7,
1362382,LYRECO COLOR GUIDE 5-TAB A4,Lyreco A4 咭紙顏色索引分類 5層,EA,1,4,
1362393,LYRECO COLOR GUIDE 10-TAB A4,Lyreco A4 咭紙顏色索引分類 10層,EA,1,7,
1362586,SIGN KH-1 WOMEN KEY HOLDER 60X160MM,[女] 鎖匙牌,EA,1,43.9,
1362597,SIGN KH-2 MEN KEY HOLDER 60X160MM,[男] 鎖匙牌,EA,1,43.9,
1362622,UNI SIGNO UM151S GEL GRIP B/PEN 0.38 GR,三菱 UM-151 Signo DX 雙珠啫喱筆 0.38毫米 綠色,EA,1,10.5,
1362713,"PK100 PLASTIC LITTER BAG 24""X24""10MI WH",垃圾袋 24 x 24吋 白色 - 100個裝,EA,1,18.5,
1380841,DESKMATE KEA06 STAMP APPROVED W/LINE,Deskmate 德士美 原子印 KE-A06 [APPROVED_____] 印章,EA,1,23.1,
1383874,BANTEX 1450 L/ARCH FILE A4 7CM LBLU,Bantex 辦得事 全包膠檔案夾 A4 3吋 彩藍色,EA,1,29.4,
1383908,BANTEX 1450 L/ARCH FILE A4 7CM DGREEN,Bantex 辦得事 全包膠檔案夾 A4 3吋 深綠色,EA,1,29.4,
1383919,PK6 GLOBE 201 KEY HOLDER REFILL,地球牌 鎖匙簿活頁補充裝 - 每套6張,EA,1,81.8,
1450978,CORK BOARD W/FRAME 30X45CM,水松板 木邊 300 x 450 毫米,EA,1,104,
1451391,B/R FRAME A5 SILVER,銀色金屬邊商業登記框,EA,1,75,
1451403,B/R FRAME A5 GOLD,金色金屬邊商業登記框,EA,1,75,
1451425,LITTER BIN 414 GRY,有蓋廢紙桶 32L,EA,1,245,
1451972,BX60 GLOBE 103 PEARL PINS WH,白色珠針 - 每盒60枚,EA,1,12.2,
1452598,3M C-40 TAPE DISPENSER,Scotch 思高牌 C40 座枱膠紙座,EA,1,35.1,
1453182,ARTLINE 750 LAUNDRY MARKER RED,Artline 雅麗 750 衣物用油性箱頭筆 紅色,EA,1,10.3,
1453307,ARTLINE 500A W/BOARD MARKER B/TIP BLACK,Artline 雅麗 500A 白板筆 黑色,EA,1,9,
1453318,ARTLINE 500A W/BOARD MARKER B/TIP BLUE,Artline 雅麗 500A 白板筆 藍色,EA,1,9,
1453329,ARTLINE 500A W/BOARD MARKER B/TIP RED,Artline 雅麗 500A 白板筆 紅色,EA,1,9,
1453411,ARTLINE 00 STAMP PAD BLK,Artline 雅麗 印台 黑色 40 x 63mm,EA,1,24.5,
1453422,ARTLINE 00 STAMP PAD BLU,Artline 雅麗 印台 藍色 40 x 63mm,EA,1,24.5,
1453433,ARTLINE 00 STAMP PAD RED,Artline 雅麗 印台 紅色 40 x 63mm,EA,1,24.5,
1453477,ARTLINE 1 STAMP PAD BLK,Artline 雅麗 印台 黑色 67 x 106mm,EA,1,43.6,
1453488,ARTLINE 1 STAMP PAD BLU,Artline 雅麗 印台 藍色 67 x 106mm,EA,1,43.6,
1453502,ARTLINE 1 STAMP PAD RED,Artline 雅麗 印台 紅色 67 x 106mm,EA,1,43.6,
1453513,ARTLINE 0 STAMP PAD BLK,Artline 雅麗 印台 黑色 56 x 90mm,EA,1,31.8,
1453535,ARTLINE 0 STAMP PAD RED,Artline 雅麗 印台 紅色 56 x 90mm,EA,1,31.8,
1453568,ARTLINE STAMP PAD INK BLK,Artline 雅麗 ESA-2N 印台墨水補充裝 黑色 50ml,EA,1,21,
1453579,ARTLINE STAMP PAD INK BLU,Artline 雅麗 ESA-2N 印台墨水補充裝 藍色 50ml,EA,1,21,
1453592,ARTLINE STAMP PAD INK RED,Artline 雅麗 ESA-2N 印台墨水補充裝 紅色 50ml,EA,1,21,
1453887,BANTEX 6050 10-PART INDEX C/BOARD COL,Bantex 辦得事咭紙索引分類 10層,EA,1,10.1,
1453956,BANTEX 6241 12 INDEX MYLAR TAB A4,Bantex 辦得事 A4 索引分類 1-12,EA,1,21.8,
1454015,BANTEX 4010 MAGAZINE FILE GR,Bantex 辦得事 可摺疊雜誌架 綠色,EA,1,28.9,
1454037,BANTEX 4010 MAGAZINE RACK A4 7CM YLLW,Bantex 辦得事 可摺疊雜誌架 黃色,EA,1,28.9,
1454106,BANTEX 2032 COPY SAFE A5,Bantex 辦得事 2032 A5文件套 磨砂面,BOX,100,1.6,
1454733,E430 PLASTIC FOLDER A3 CLEAR,E430 膠文件套 A3 透明,EA,1,6.4,
1456535,BX12 DOUBLE CLIP 15MM,黑色回尾夾 0.5吋 - 每盒12個,EA,1,1.6,
1458747,BX1600 HERMA 4267 LASER LABELS 99.1X33.8,HERMA 4267 多用途標籤 99.1 x 33.8毫米 每盒1600個標籤,EA,1,180,
1461008,PK100 LAMIN FILM 100MI 305X428MM,過膠套 A3 305 x 428毫米/100 微米 - 每盒100張,EA,1,201,
1461214,MAX HD-12N/13 HEAVY-DUTY STAPLER,MAX 美克司 HD-12N/13 重型釘書機,EA,1,553.6,
1461258,BX1000 MAX 1215 STAPLES 23/15,MAX 美克司 No.23/15 釘書釘 - 每盒1000枚,EA,1,28.7,
1461269,BX1000 MAX 1217 STAPLES 23/17,MAX 美克司 No.23/17 釘書釘 - 每盒1000枚,EA,1,23.7,
1461271,BX1000 MAX 1224 STAPLES 23/24,MAX 美克司 No.23/24 釘書釘 - 每盒1000枚,EA,1,95.9,
1463381,TOMBOW CT-PXN4 CORRECTION TAPE,Tombow 蜻蜓牌 CT-PXN4 改錯帶 4.2毫米 x 6米,EA,1,23,
1463392,TOMBOW CT-PR4 CORRECTION REFILL,Tombow 蜻蜓牌 CT-PR4 改錯帶替芯 4.2毫米 x 6米,EA,1,20,
1463415,TOMBOW CT-CR4 CORRECTION TAPE RFL 4.2MM,Tombow 蜻蜓牌 CT-CR4 改錯帶替芯 4.2毫米 x 12米,EA,1,18,
1463483,TOMBOW CT-CR6 CORRECTION REFILL 6MM,Tombow 蜻蜓牌 CT-CR6 改錯帶替芯 6毫米 x 12米,EA,1,18,
1463528,TRODAT 4810 STAMP PAD BLU,Trodat 4810/4910 日期印 藍色墨墊,EA,1,23.4,
1464349,SHINY S-402 RECEIVED BLK INK/RED DATE,Shiny S-402 RECEIVED 雙色日期膠印,EA,1,89.9,
1464351,SHINY S-401 DATER PAID,Shiny S-401 PAID 雙色日期膠印,EA,1,89.9,
1464362,SHINY S-403 DATER FAXED,Shiny S-403 FAXED 雙色日期膠印,EA,1,104.2,
1464373,WARRIOR 101 HAND TALLY COUNTER,手提式人數機 4位數,EA,1,59.5,
1465514,ZEBRA MCKEE MARKER EF BLK,Zebra 斑馬牌 Ex-Mckee 雙頭油性箱頭筆 黑色,EA,1,7.7,
1465525,ZEBRA MCKEE MARKER EF BLU,Zebra 斑馬牌 Ex-Mckee 雙頭油性箱頭筆 藍色,EA,1,7.7,
1465558,ZEBRA MCKEE MARKER EF RED,Zebra 斑馬牌 Ex-Mckee 雙頭油性箱頭筆 紅色,EA,1,7.7,
1465935,ZEBRA ZLS SAU LAI PEN,Zebra 斑馬牌 WF-1 秀麗簽字筆 黑色,EA,1,11.6,
1466049,BX120 WS401 SEALING LABELS 16MM,MIT火漆標籤 (直徑16毫米) 每包120個標籤,EA,1,7.2,
1466302,UNI SA-S B/POINT PEN BLK,三菱 SA-S 原子筆 0.7毫米 黑色,EA,1,5.7,
1466313,UNI SA-S B/POINT PEN BLU,三菱 SA-S 原子筆 0.7毫米 藍色,EA,1,5.7,
1466324,UNI SA-S B/POINT PEN RED,三菱 SA-S 原子筆 0.7毫米 紅色,EA,1,5.7,
1467178,DESKMATE KEC319 E/C STAMP IMPORTANT,Deskmate 德士美 原子印 KEC-319 [IMPORTANT/重要] 中英文印章,EA,1,23.1,
1467293,STAMP APPROVED F/PAYMENT,Deskmate 德士美 原子印 KE-A07 [APPROVED FOR PAYMENT] 印章,EA,1,23.1,
1467305,DESKMATE KEB01A STAMP BY HAND /F,Deskmate 德士美 原子印 KE-B01A [BY HAND] 有框粗體印章,EA,1,23.1,
1467373,DESKMATE KEC02A STAMP C.O.D,Deskmate 德士美 原子印 KE-C02A [C.O.D] 粗體印章,EA,1,23.1,
1467384,DESKMATE KEC06B STAMP COMPLETED/BY/DATE,Deskmate 德士美原子印 KE-C06B [COMPLETED BY_ / DATE_] 粗體印章,EA,1,23.1,
1467635,DESKMATE KEP04A STAMP POSTED/BY/DATE,Deskmate 德士美 原子印 KE-P04A [POSTED DATE___/BY___] 印章,EA,1,23.1,
1467646,DESKMATE KER07 STAMP REFERENCE N0.,Deskmate 德士美 原子印 KE-R07 [REFERENCE NO.____] 印章,EA,1,23.1,
1467726,DESKMATE KEU02 STAMP URGENT PLEASE,Deskmate 德士美 原子印 KE-U02 [URGENT!PLEASE] 印章,EA,1,23.1,
1467748,DESKMATE KEV02 STAMP VERIFIED BY,Deskmate 德士美 原子印 KE-V02 [VERIFIED BY: ____] 印章,EA,1,23.1,
1468503,BANTEX 6233 A-Z INDEX A4,Bantex 辦得事 A4 索引分類 A-Z,EA,1,32.3,
1468514,BANTEX 6235 1-5 INDEX A4,Bantex 辦得事 A4 索引分類 1-5,EA,1,11.9,
1468888,UNIBALL PX20 PAINT MARKER B/TIP YLLW,三菱 PX-20 漆油筆 2.2-2.8毫米 黃色,EA,1,12,
1469095,PK5000 TAG PINS 50MM WH,胸咭膠針50 毫米 - 每盒5000條,EA,1,29.8,
1470102,BANTEX 2022 COPY SAFE (A4L),Bantex 辦得事 2022 A4文件套 磨砂面,BOX,100,1.7,
1470157,OXFORD 338 WRITING PAD A5,牛津 338 筆記簿 A5,EA,1,4.9,
1470168,OXFORD 128 WRITING PAD A4,牛津 128 筆記簿 A4,EA,1,8.6,
1470317,NAME CARD PLATE W/SPRING HORI PP CLEAR,橫向掛頸人名牌 110 x 84毫米,EA,1,3.8,
1470421,UNI SA-7CN B/PEN RFL F/SN-101 0.7MM RED,三菱 Laknock 原子筆芯 0.7毫米 紅色,EA,1,5.2,
1473033,PK4 POST-IT 683-4 INDEX 12X43MM STD COL,Post-it 報事貼 683-4 四色旗仔 彩色 0.5吋 x 1.75吋,EA,1,25.4,
1484246,STABILO SWING COOL H/LIGHTER YLLW,STABILO Swing Cool 螢光筆 黃色,EA,1,15.1,
1484257,STABILO SWING COOL H/LIGHTER PINK,STABILO Swing Cool 螢光筆 粉紅色,EA,1,15.1,
1484279,STABILO SWING COOL H/LIGHTER GREEN,STABILO Swing Cool 螢光筆 綠色,EA,1,15.1,
1484281,STABILO SWING COOL H/LIGHTER BLU,STABILO Swing Cool 螢光筆 藍色,EA,1,15.1,
1484292,BX6 STABILO SWING COOL H/LIGHTER ASSTD,STABILO Swing Cool 螢光筆 - 6色套裝,EA,1,65.3,
1484656,LYRECO RUBBERIZED MEC PENCIL 0.7MM BLK,Lyreco 膠筆身鉛芯筆 0.7毫米 黑色筆桿,EA,1,8,
1484714,LYRECO PREM GEL INK PEN W/GRIP 0.7MM RED,Lyreco Premium 啫喱筆 0.7毫米 紅色,EA,1,13.2,
1486471,BX100 LYRECO M/PURPOSE LABEL 199.6X289.1,Lyreco 多用途圓角標籤 199.6 x 289.1毫米 每盒100個標籤,EA,1,100,
1486482,BX200 LYRECO M/PURPOSE LABEL 199.6X143.5,Lyreco 多用途圓角標籤 199.6 x 143.5毫米 每盒200個標籤,EA,1,100,
1486505,BX2400 LYRECO M/PURP LABEL 63.5X33.9MM,Lyreco 多用途圓角標籤 63.5 x 3.9毫米 每盒2400個標籤,EA,1,100,
1491593,LYRECO MYLAR TAB DIVIDER 12PARTS COLOR,Lyreco A4 咭紙索引分類 12層,EA,1,9.5,
1493327,LYRECO SYM SCISSORS 17CM,Lyreco Premium 剪刀 17厘米,EA,1,13.9,
1493349,LYRECO ASYM SCISSORS 21CM,Lyreco Premium 剪刀 21厘米,EA,1,18.5,
1513351,BX650 AVERY L7551 LABELS 381X212 CLEAR,Avery 艾利 L7551 透明鐳射標籤 38.1 x 21.2毫米 每包650個標籤,EA,1,103,
1514627,BX210 AVERY L7560-10 LABEL 381X635 CLEAR,Avery 艾利 L7560 透明鐳射標籤 63.5 x 38.1毫米 每包210個標籤,EA,1,103,
1516098,RL320 DYMO 99015 DISKETTE LAB 70X54MM WH,DYMO LabelWriter 多用途標籤 54毫米 x 70毫米 黑色字白色底,EA,1,213,
1518379,LYRECO NO10 POCKET STAPLER BLK,Lyreco No.10 釘書機 黑色,EA,1,12.5,
1529696,PK2 ENERGIZER BATTERY AAA/LR3 1.5V,Energizer 勁量 鹼性電池 AAA - 2粒裝,EA,1,15.9,
1536202,3M 845 BOOK TAPE 1.5''X15Y,Scotch 思高牌 845 圖書膠紙 1.5吋 x 15碼,EA,1,49.1,
1539417,PILOT FEED GP4 BPKG-35R RETRACT B/PEN WH,PILOT 百樂牌 Feed 4色原子筆 白色筆桿,EA,1,27.9,
1551011,FISHING NYLON 0.5MMX100M,魚絲 0.5毫米 x 100米,EA,1,13.8,
1551022,TOMBOW CT-CR5 CORRECTION REFILL 5MM,Tombow 蜻蜓牌 CT-CR5 改錯帶替芯 5毫米 x 12米,EA,1,18,
1551033,TOMBOW CT-CX5 CORRECTION DEVICE 5MMx12M,Tombow 蜻蜓牌 CT-CX5 改錯帶 5毫米 x 12米,EA,1,22.8,
1561664,PK10 AVERY J8567 I/JET LAB 199.6X289 CLR,Avery 艾利 J8567 透明噴墨標籤 199.6 x 289毫米 每包10個標籤,EA,1,103,
1561675,PK80 AVERY J8565 I/JET LAB 99.1X67.7CLR,Avery 艾利 J8565 透明噴墨標籤 99.1 x 67.7毫米 每包80個標籤,EA,1,103,
1561711,PK160 AVERY J8562 I/JET LAB 99.1X34 CLR,Avery 艾利 J8562 透明噴墨標籤 99.1 x 34毫米 每包160個標籤,EA,1,103,
1561722,PK210 AVERY J8560 I/JET LAB 63.5X38.1CLR,Avery 艾利 J8560 透明噴墨標籤 63.5 x 38.1毫米 每包210個標籤,EA,1,103,
1561994,STAEDTLER 351 W/BOARD MARKER B/TIP BLACK,STAEDTLER 施德樓 Lumocolor 351 防乾白板筆 黑色,EA,1,10.4,
1562007,STAEDTLER 351 W/BOARD MARKER B/TIP BLUE,STAEDTLER 施德樓 Lumocolor 351 防乾白板筆 藍色,EA,1,10.4,
1562018,STAEDTLER 351 W/BOARD MARKER B/TIP RED,STAEDTLER 施德樓 Lumocolor 351 防乾白板筆 紅色,EA,1,10.4,
1562029,STAEDTLER 351 W/BOARD MARKER GR,STAEDTLER 施德樓 Lumocolor 351 防乾白板筆 綠色,EA,1,10.4,
1565805,"ENVELOPE W/STRING GUSSET 12X16X2"" WH",白色風琴式有繩公文袋 12 吋 x 16 吋 x 2吋,PAC,10,3.5,
1567471,SHUTER A4 104K DRAWER ORG W/LOCK,Shuter 樹德 A4-104K 四層桌上有鎖文件櫃 米白色,EA,1,440,
1570539,BX20 MAXWELL 3-IN-1 COFFEE MIX LITE,Maxwell House 麥斯威爾 3合1 低糖低脂即溶咖啡 - 20包裝,EA,1,50.5,
1570552,OVALTINE CLASSIC JAR 400G,Ovaltine 阿華田 原味 400克,EA,1,54.6,
1570643,BX10 OVALTINE 3-IN-1 MIX,Ovaltine 阿華田 3合1 - 10包裝,EA,1,43.3,
1570712,MAXWELL SUPREME INSTANT COFFEE JAR 170G,Maxwell House 麥斯威爾 顆粒精選咖啡 170克,EA,1,107,
1570745,"SILK RIBBON 1/2""X30M RED",紅絲帶 1/2吋 x 30米,EA,1,23,
1570789,NAME CARD PLATE W/STRING PP VERT CLEAR,直向掛頸人名牌 110 x 84毫米,EA,1,3.6,
1577806,PK24 FABER 1158 CLASSIC COLOR PENCIL,Faber-Castell 輝柏嘉 紅武士經典木顏色 - 24色,EA,1,72,
1577828,PK36 FABER 1158 CLASSIC COLOR PENCIL,Faber-Castell 輝柏嘉 紅武士經典木顏色 - 36色,EA,1,105,
1601047,BANTEX L/ARCH FILE PP A4 5CM TURQUOISE,Bantex 辦得事 全包膠檔案夾 A4 2吋 湖水綠色,EA,1,29.1,
1601058,BANTEX L/ARCH FILE PP A4 5CM LILAS,Bantex 辦得事 全包膠檔案夾 A4 2吋 淡紫色,EA,1,29.1,
1602154,BANTEX L/ARCH FILE PP A4 7CM TURQUOISE,Bantex 辦得事 全包膠檔案夾 A4 3吋 湖水綠色,EA,1,29.4,
1602165,BANTEX L/ARCH FILE PP A4 7CM LILAC,Bantex 辦得事 全包膠檔案夾 A4 3吋 淡紫色,EA,1,29.4,
1607138,BX4000 LYRECO M/PURPOSE LABEL 29.7X52.5,Lyreco 多用途方角標籤 52.5 x 29.7毫米 每盒4000個標籤,EA,1,100,
1618706,PENTEL S360 FIBRE TIP FINE BLACK,Pentel S360 簽名筆 黑色,EA,1,4.5,
1618717,PENTEL S360 FIBRE TIP PEN FINE RED,Pentel S360 簽名筆 紅色,EA,1,4.5,
1618728,PENTEL S360 FIBRE TIP FINE BLUE,Pentel S360 簽名筆 藍色,EA,1,4.5,
1618739,PENTEL S360 FIBRE TIP FINE GREEN,Pentel S360 簽名筆 綠色,EA,1,4,
1651701,PK100 PAPER PLATE 9'' WH,白色紙碟 9吋 - 100隻裝,EA,1,59.3,
1651712,PK100 PAPER PLATE 7'' WH,白色紙碟 7吋- 100隻裝,EA,1,58.5,
1651893,"PK100 BAMBOO CHOPSTICKS 8""",竹筷子 - 100對獨立包裝,EA,1,45,
1657585,PENTEL FIESTA AX105 PENCIL 0.5MM BLUE,Pentel Fiesta 鉛芯筆 0.5毫米 藍色,EA,1,4.5,
1683049,PK4224 HERMA 2214 LABEL 8MM F.ORGE,HERMA 2214 顏色標籤圓形 8毫米 螢光橙色 每盒4224個標籤,EA,1,45.5,
1683051,PK4224 HERMA 2216 LABEL 8MM F.RED,HERMA 2216 顏色標籤圓形 8毫米 螢光紅色 每盒4224個標籤,EA,1,45.5,
1683073,PK4224 HERMA 2217 LABEL 8MM F.YLLW,HERMA 2217 顏色標籤圓形 8毫米 螢光黃色 每盒4224個標籤,EA,1,45.5,
1683084,PK4224 HERMA 2218 LABEL 8MM F.GREEN,HERMA 2218 顏色標籤圓形 8毫米 螢光綠色 每盒4224個標籤,EA,1,45.5,
