itemCode,descriptionEng,descriptionChi,unit,packageUnit,unitPrice,cost
8095259,FELLOWES MICROSHRED 78MC SHREDDER,Fellowes Microshred 78MC 碎粉碎紙機,EA,1,4580,
8095363,PK4 ENERGIZER ALKALINE MAX PLUS AA,Energizer 勁量 Max Plus AA 電池 4粒裝,EA,1,45.9,
8109442,UNIBALL AIR UBA188L ROLLERBALL 0.7MM BLK,三菱 UBA-188L AIR 走珠筆 黑色,EA,1,15.1,
8109453,UNIBALL AIR UBA188L ROLLERBALL 0.7MM BLU,三菱 UBA-188L AIR 走珠筆 藍色,EA,1,15.1,
8109464,UNIBALL AIR UBA188L ROLLERBALL 0.7MM RED,三菱 UBA-188L AIR 走珠筆 紅色,EA,1,15.1,
8118751,PILOT BEGREEN RFL F/V-BOARD MASTER S BLK,PILOT 百樂牌 BEGREEN V-Board Master S 白板筆芯 黑色,EA,1,5.5,
8118762,PILOT BEGREEN RFL F/V-BOARD MASTER S BLU,PILOT 百樂牌 BEGREEN V-Board Master S 白板筆芯 藍色,EA,1,5.5,
8118773,PILOT BEGREEN RFL F/V-BOARD MASTER S RED,PILOT 百樂牌 BEGREEN V-Board Master S 白板筆芯 紅色,EA,1,5.5,
8120747,LYRECO LAS CART COMP HP CF283X BLK,Lyreco HP CF283X 代用環保鐳射碳粉盒 黑色,EA,1,437.7,
8120758,LYRECO LAS CART COMP HP CF281X BLK,Lyreco HP LJ CF281X 代用環保鐳射碳粉盒 黑色,EA,1,1148.8,
8120827,PK2 LYRECO LAS CART COMP HP CE278AD BLK,Lyreco HP CE278AD 代用環保鐳射碳粉盒 黑色,EA,1,695.6,
8120849,PK2 LYRECO LAS CART COMP HP Q2612AD BLK,Lyreco HP Q2612AD 代用環保鐳射碳粉盒 黑色,EA,1,710,
8134596,PAIR ANSELL SOLVEX 37-176 GLOVES GREEN 7,Ansell Sol-Vex 37-176 防化手套 細碼,EA,1,22.2,
8134608,PAIR ANSELL SOLVEX 37-176 GLOVES GREEN 8,Ansell Sol-Vex 37-176 防化手套 中碼,EA,1,22.2,
8134619,PAIR ANSELL SOLVEX 37-176 GLOVES GREEN 9,Ansell Sol-Vex 37-176 防化手套 大碼,EA,1,22.2,
8161112,NIMM 2 CANDY BAG 110G,nimm2 二寶 維他命香橙及檸檬夾心果汁糖110克,EA,1,22.2,
8168194,PK5 POST-IT 654  NOTES 76X76 CAPE TOWN,Post-it 報事貼 654-5PK 彩色便條紙 (開普敦色系) 3吋 x 3吋 - 5本裝,EA,1,45.5,
8174732,CASIO JS-10B DESKTOP CALCULATOR,CASIO 卡西歐 JS-10B 中型桌面計算機 10位,EA,1,256,
8182661,PAIR MAPA 332 PROTECT GLOVES NEOP 9 BLU,MAPA 332 隔熱及多用途防化手套 大碼,EA,1,160,
8182774,PAIR MAPA 332 PROTECT GLOVES NEOP 8 BLU,MAPA 332 隔熱及多用途防化手套 中碼,EA,1,160,
8196486,HP CF226A LAS CART BLK,HP CF226A (26A) 鐳射碳粉盒 黑色,EA,1,1201,
8196497,HP CF226X LAS CART BLK,HP CF226X (26X) 鐳射碳粉盒 黑色,EA,1,2030,
8196509,HP CF287A LASER TONER 9K BLACK,HP CF287A (87A) 鐳射碳粉盒 黑色,EA,1,2250,
8196522,HP CF410A LASER TONER 2.3K BLACK,HP CF410A (410A) 鐳射碳粉盒 黑色,EA,1,892,
8196544,HP CF411A LASER TONER 2.3K CYAN,HP CF411A (410A) 鐳射碳粉盒 藍色,EA,1,1152,
8196566,HP CF412A LASER TONER 2.3K YELLOW,HP CF412A (410A) 鐳射碳粉盒 黃色,EA,1,1152,
8196588,HP CF413A LASER TONER 2.3K MAGENTA,HP CF413A (410A) 鐳射碳粉盒 紅色,EA,1,1152,
8201177,3M PF23.8W9 DESKTOP PRIVACY FILTER,3M 熒幕防窺片 (適合手提電腦及顯示器) PF23.8W9,EA,1,980,
8201202,3M PF27.0W9 DESKTOP PRIVACY FILTER,3M 熒幕防窺片 (適合手提電腦及顯示器) PF27.0W9,EA,1,1211,
8204918,MAX DP-15T 2-HOLE PUNCH BLUE,MAX 美克司 DP-15T 省力打孔機,EA,1,61.5,
8207018,PAIR MAPA ALTO 415 GLOVES 7,MAPA Alto 415 氯丁橡膠防化手套 細碼,EA,1,14.7,
8229914,BX16 DOLCE GUSTO CAPS GRANDE INTENSO,NESCAFÉ 雀巢 Dolce Gusto 升級特濃 咖啡膠囊 - 16粒裝,EA,1,82.4,
8229925,BX16 DOLCE GUSTO CAPS CHOCOCINO,NESCAFÉ 雀巢 Dolce Gusto 朱古力 膠囊 - 16粒裝,EA,1,82.4,
8243365,PENTEL BLP75 ENERGEL PEN N/POINT 0.5 BLK,Pentel Energel 按掣啫喱筆 0.5毫米 黑色,EA,1,11.9,
8243376,PENTEL BLP75 ENERGEL PEN N/POINT 0.5 BLU,Pentel Energel 按掣啫喱筆 0.5毫米 藍色,EA,1,11.9,
8256611,PLUS SENOBAS EXPLANDING FILE A4 BEIGE,PLUS 普樂士 伸縮型快勞 A4 米色,EA,1,22.4,
8256622,DATABASE NC510A 2R BINDER A4 25MM RED,Data Base A4 雙孔文件夾 25毫米 紅色,EA,1,25.5,
8256633,DATABASE NC510A 2R BINDER A4 25MM YELLOW,Data Base A4 雙孔文件夾 25毫米 黃色,EA,1,25.5,
8256644,DATABASE NC510A 2R BINDER A4 25MM GRN,Data Base A4 雙孔文件夾 25毫米 綠色,EA,1,25.5,
8256666,DATABASE NC510A 2R BINDER A4 25MM BLK,Data Base A4 雙孔文件夾 25毫米 黑色,EA,1,25.5,
8256677,DATABASE NC510A 2R BINDER A4 25MM BLUE,Data Base A4 雙孔文件夾 25毫米 藍色,EA,1,25.5,
8256688,DATABASE NC510A 2R  BINDER A4 25MM GREY,Data Base A4 雙孔文件夾 25毫米 灰色,EA,1,25.5,
8256699,DATABASE NC512A 2D BINDER A4 38MM RED,Data Base A4 雙孔文件夾 38毫米 紅色,EA,1,26.3,
8256702,DATABASE NC512A 2D BINDER A4 38MM YELLOW,Data Base A4 雙孔文件夾 38毫米 黃色,EA,1,26.3,
8256724,DATABASE NC512A 2D BINDER A4 38MM GRN,Data Base A4 雙孔文件夾 38毫米 綠色,EA,1,26.3,
8256735,DATABASE NC512A 2D BINDER A4 38MM BLK,Data Base A4 雙孔文件夾 38毫米 黑色,EA,1,26.3,
8256746,DATABASE NC512A 2D BINDER A4 38MM BLUE,Data Base A4 雙孔文件夾 38毫米 藍色,EA,1,26.3,
8256757,DATABASE NC512A 2D BINDER A4 38MM GREY,Data Base A4 雙孔文件夾 38毫米 灰色,EA,1,26.3,
8256768,KW-TRIO KW4400 NAME CARD CASE 400CARD BK,KW-triO 木紋名片盒 (400張),EA,1,57.4,
8256779,KW-TRIO KW4600 NAME CARD CASE 600CARD BR,KW-triO 木紋名片盒 (600張),EA,1,64.4,
8256837,BANTEX 13420 PAPER REPORT FOLDER A4 BLUE,Bantex 辦得事 紙快勞夾 A4 藍色,PAC,5,10.2,
8256848,BANTEX 13420 PAPER REPORT FOLDER A4 GRN,Bantex 辦得事 紙快勞夾 A4 綠色,PAC,5,10.2,
8256861,BANTEX 13420 PAPER REPORT FOLDER A4 YEL,Bantex 辦得事 紙快勞夾 A4 黃色,PAC,5,10.2,
8256872,BANTEX 13420 PAPER REPORT FOLDER A4 RED,Bantex 辦得事 紙快勞夾 A4 紅色,PAC,5,10.2,
8256928,HELIX KEYSAFES 50PCS,Helix 鎖匙箱 - 可存放50條鎖匙,EA,1,442,
8256939,SYSMAX NEW KING MAGAZINE RACK BLK,SYSMAX 仕嘜牌 雜誌架 黑色,EA,1,37.7,
8256941,SYSMAX NEW KING MAGAZINE RACK GRY,SYSMAX 仕嘜牌 雜誌架 灰色,EA,1,37.7,
8256974,SYSMAX DESK MULTI BOX BOOK RACK BLU,SYSMAX 仕嘜牌 書架 藍色,EA,1,58.8,
8256985,SYSMAX DESK MULTI BOX BOOK RACK GRY,SYSMAX 仕嘜牌 書架 灰色,EA,1,58.8,
8257077,SELLERY Y22319 30MM COMBINATION PADLOCK,Sellery 密碼掛鎖,EA,1,41.6,
8257088,SELLERY Y22512 30MM HANDYLOCK,Sellery 室內掛鎖,EA,1,23.1,
8257476,OPEN NX-104 NAME PLATE,OPEN NX-104 硬咭套,EA,1,11.3,
8257487,OPEN NX-9P NECK STRAP W/REEL CLIP,OPEN NX-9P 名牌頸帶,EA,1,36,
8257501,OPEN NX-7 DOUBLE HOOK STRAP,OPEN NX-7 雙扣單色頸帶,EA,1,14.7,
8257512,OPEN NX-10P REEL CLIP,OPEN NX-10P 伸縮吊夾,EA,1,29.3,
8267196,SENTRY SFW082GTC DIGI FIRE WATER SAFE,SentrySafe 防水防火電子鎖夾萬 SFW082GTC,EA,1,5117,
8267208,SENTRY STW205GYC DIGI FIRE WATER SAFE,SentrySafe 防水防火電子鎖夾萬 STW205GYC,EA,1,9191,
8271715,BANTEX 2D PP IN/BINDER A4 25MM BLU,Bantex 辦得事 展示文件夾 A4 25毫米 2圈 藍色,EA,1,24.2,
8271726,BANTEX 2D PP IN/BINDER A4 25MM BLK,Bantex 辦得事 展示文件夾 A4 25毫米 2圈 黑色,EA,1,24.2,
8271737,BANTEX 2D PP IN/BINDER A4 38MM BLU,Bantex 辦得事 展示文件夾 A4 38毫米 2圈 藍色,EA,1,25.5,
8271748,BANTEX 2D PP IN/BINDER A4 38MM BLK,Bantex 辦得事 展示文件夾 A4 38毫米 2圈 黑色,EA,1,25.5,
8271759,PK12 DOUBLE A PLASTIC FOLDER A4 CLEAR,Double A 膠文件套A4 透明 - 每包12個,EA,1,12.9,
8271761,PK12 DOUBLE A PLASTIC FOLDER A4 RED,Double A 膠文件套A4 紅色 - 每包12個,EA,1,12.9,
8271783,PK12 DOUBLE A PLASTIC FOLDER A4 YELLOW,Double A 膠文件套A4 黃色 - 每包12個,EA,1,12.9,
8271794,PK12 DOUBLE A PLAST/FOLDER A4 INDIGO BLU,Double A 膠文件套A4 淺藍色 - 每包12個,EA,1,12.9,
8271806,PK12 DOUBLE A PLASTIC FOLDER A4 GREEN,Double A 膠文件套A4 綠色 - 每包12個,EA,1,12.9,
8271817,PLUS EXPAND POLY ENVELOPE VERTICAL BLU,PLUS 普樂士 單扣直身風琴文件袋 A4 藍色,EA,1,15.1,
8271828,PLUS EXPAND POLY ENVELOPE VERTICAL CLR,PLUS 普樂士 單扣直身風琴文件袋 A4 透明,EA,1,15.1,
8271839,PLUS EXPAND POLY ENVELOPE HORIZONTAL BLU,PLUS 普樂士 單扣橫身風琴文件袋 A4 藍色,EA,1,15.1,
8271841,PLUS EXPAND POLY ENVELOPE HORIZONTAL CLR,PLUS 普樂士 單扣橫身風琴文件袋 A4 透明,EA,1,15.1,
8271863,BX100 PLASTIC COMB 6MM BLK,塑膠釘裝圈 黑色 直徑: 6毫米 - 每包100條,EA,1,39.3,
8271874,BX100 PLASTIC COMB 6MM BLU,塑膠釘裝圈 藍色 直徑: 6毫米 - 每包100條,EA,1,39.3,
8271885,BX100  PLASTIC COMB 6MM WH,塑膠釘裝圈 白色 直徑: 6毫米 - 每包100條,EA,1,39.3,
8271896,BX100  PLASTIC COMB 8MM BLK,塑膠釘裝圈 黑色 直徑: 8毫米 - 每包100條,EA,1,44.2,
8271908,BX100  PLASTIC COMB 8MM BLU,塑膠釘裝圈 藍色 直徑: 8毫米 - 每包100條,EA,1,44.2,
8271919,BX100  PLASTIC COMB 8MM WH,塑膠釘裝圈 白色 直徑: 8毫米 - 每包100條,EA,1,44.2,
8271921,BX100  PLASTIC COMB 10MM BLK,塑膠釘裝圈 黑色 直徑: 10毫米 - 每包100條,EA,1,49.1,
8271932,BX100  PLASTIC COMB 10MM BLU,塑膠釘裝圈 藍色 直徑: 10毫米 - 每包100條,EA,1,49.1,
8271943,BX100  PLASTIC COMB 10MM WH,塑膠釘裝圈 白色 直徑: 10毫米 - 每包100條,EA,1,49.1,
8271954,BX100  PLASTIC COMB 16MM BLK,塑膠釘裝圈 黑色 直徑: 16毫米 - 每包100條,EA,1,81.1,
8271965,BX100  PLASTIC COMB 16MM BLU,塑膠釘裝圈 藍色 直徑: 16毫米 - 每包100條,EA,1,81.1,
8271976,BX100  PLASTIC COMB 16MM WH,塑膠釘裝圈 白色 直徑: 16毫米 - 每包100條,EA,1,81.1,
8271987,BX100  PLASTIC COMB 20MM BLK,塑膠釘裝圈 黑色 直徑: 20毫米 - 每包100條,EA,1,99.2,
8271998,BX100  PLASTIC COMB 20MM BLU,塑膠釘裝圈 藍色 直徑: 20毫米 - 每包100條,EA,1,99.2,
8272002,BX100  PLASTIC COMB 20MM WH,塑膠釘裝圈 白色 直徑: 20毫米 - 每包100條,EA,1,99.2,
8272013,BX100  PLASTIC COMB 14MM BLK,塑膠釘裝圈 黑色 直徑: 14毫米 - 每包100條,EA,1,76.1,
8272035,BX100  PLASTIC COMB 14MM BLUE,塑膠釘裝圈 藍色 直徑: 14毫米 - 每包100條,EA,1,76.1,
8272046,BX100  PLASTIC COMB 14MM WH,塑膠釘裝圈 白色 直徑: 14毫米 - 每包100條,EA,1,76.1,
8272057,BX100 PLASTIC COMB 12MM BLK,塑膠釘裝圈 黑色 直徑: 12毫米 - 每包100條,EA,1,66.3,
8272068,BX100 PLASTIC COMB 12MM BLU,塑膠釘裝圈 藍色 直徑: 12毫米 - 每包100條,EA,1,66.3,
8272081,BX100 PLASTIC COMB 12MM WH,塑膠釘裝圈 白色 直徑: 12毫米 - 每包100條,EA,1,66.3,
8272092,BX100 BINDING COVER LTH 230G A4 RED,皮紋釘裝封面咭 A4 紅色 - 每包100張,EA,1,86.8,
8272115,BX100 BINDING COVER LTH 230G A4 CREAM,皮紋釘裝封面咭 A4 米色 - 每包100張,EA,1,86.8,
8272126,BX100 BINDING COVER LTH 230G A4 D/BLU,皮紋釘裝封面咭 A4 深藍色 - 每包100張,EA,1,86.8,
8272137,BX100 BINDING COVER LTH 230G A4 GR,皮紋釘裝封面咭 A4 綠色 - 每包100張,EA,1,86.8,
8272148,BX100 BINDING COVER LTH 230G A4 WH,皮紋釘裝封面咭 A4 白色 - 每包100張,EA,1,86.8,
8272159,BX100 BINDING COVER LTH 230G A4 BLK,皮紋釘裝封面咭 A4 黑色 - 每包100張,EA,1,86.8,
8280671,3M PF19.5W9 PRIVACY FLAT SCREEN FILTER,3M 熒幕防窺片 (適合手提電腦及顯示器) PF19.5W9,EA,1,741,
8280682,MAX ER-1600 TIME RECORDER,MAX 美克司 ER-1600 全自動打卡鐘機,EA,1,2850,
8280727,PK100 MAX T8/T80 TIME CARD FOR ER-1600,MAX 美克司 T8/T80工卡 (適用於ER-1600全自動打卡鐘機) - 100張裝,EA,1,126.8,
8280738,MAX ER-IR103 INK RIBBON CART FOR ER-1600,MAX 美克司 ER-IR103色帶 (適用於ER-1600 全自動打卡鐘機),EA,1,280,
8281889,LOGITECH Z150 SPEAKERS,Logitech 羅技 Z150 多媒體揚聲器,EA,1,191,
8284719,BROTHER TZE262 TAPE 36MM RED/WH,Brother TZe 型標籤帶 TZe-262 36毫米x8米 紅色字白色底,EA,1,209,
8284721,BROTHER TZE263 TAPE 36MM BLU/WH,Brother TZe 型標籤帶 TZe-263 36毫米x8米 藍色字白色底,EA,1,209,
8309831,BX100 M&A WO-4 DOUBLE WIRE 3:1 6.4MM BLK,M&A 釘裝雙鐵圈 黑色 直徑: 6.4毫米 - 每盒100條,EA,1,206.5,
8309842,BX100 M&A WO-5 DOUBLE WIRE 3:1 8MM BLK,M&A 釘裝雙鐵圈 黑色 直徑: 8毫米 - 每盒100條,EA,1,254.1,
8309853,BX100 M&A WO-6 DOUBLE WIRE 3:1 9.5MM BLK,M&A 釘裝雙鐵圈 黑色 直徑: 9.5毫米 - 每盒100條,EA,1,293.3,
8312592,CANON CL-746XL I/JET CART COL,Canon 佳能 CL-746XL墨水盒 彩色,EA,1,262.4,
8312615,CANON PG-745XL I/JET CART BLK,Canon 佳能 PG-745XL 墨水盒 黑色,EA,1,168,
8318034,STAEDTLER 4274 LUNA ULV B/PEN 0.7 BLK,STAEDTLER 施德樓 Luna RiteClic 按掣原子筆0.7毫米 黑色,EA,1,2,
8318045,STAEDTLER 4274 LUNA ULV B/PEN 0.7 BLUE,STAEDTLER 施德樓 Luna RiteClic 按掣原子筆0.7毫米 藍色,EA,1,2,
8318056,STAEDTLER 4274 LUNA ULV B/PEN 0.7 RED,STAEDTLER 施德樓 Luna RiteClic 按掣原子筆0.7毫米 紅色,EA,1,2,
8341683,PK6 POSTIT 675-6SSAN S/S 102X102 MARRA,Post-it 報事貼 675-6SSAN 超黏單行便條紙 (馬拉喀什色系) 4吋x4吋 - 6本裝,EA,1,105,
8341706,PK5 POSTIT 654-5SSAN S/S 76X76 MARRA,Post-it 報事貼 654-5SSAN 超黏便條紙 (馬拉喀什色系) 3吋 x 3吋 - 5本裝,EA,1,53.9,
8341717,PK5 POSTIT 654-5SST S/S RECY 76X76 BORA,Post-it 報事貼 654-5SST 超黏環保便條紙 (波拉波拉島色系) 3吋x3吋 - 5本裝,EA,1,52.5,
8341945,"DOCUMENT STORAGE BOX 17""13.5""x11""",文件儲存箱,EA,1,24.7,
8343678,PK2 SCOTCH 0060 HOUSEHOLD WIPE 330X360MM,Scotch-Brite 思高 萬用抺布33x36cm - 2+1片裝,EA,1,16.7,
8343689,PK10 PARTYGOODLIFE REUSABLE BOWL 12OZ,白色膠碗 12安士 - 10個裝,EA,1,16.1,
8343714,PK10 NESCAFE GOLD BLEND MIX 3 IN 1 17G,NESCAFÉ 雀巢 咖啡 3合1 金牌咖啡 17克- 10包裝,EA,1,36.6,
8343725,NISSIN CUP NOODLE SPICY SEAFOOD 75G,NISSIN 日清 合味道杯麵 辣海鮮味75克,EA,1,9.4,
8343736,NISSIN CUP NOODLE  SPICY BEEF 75G,NISSIN 日清 合味道杯麵 香辣牛肉味75克,EA,1,9.4,
8343747,PK12 BONAQUA MINERALIZED WATER 1.5L,Bonaqua 飛雪 礦物質飲品 1.5升 - 12支裝,EA,1,128,
8343816,BLACK & WHITE FULL EVAPOR MILK 170G,Black & White 黑白 全脂淡奶170克,EA,1,11.4,
8343827,PK6 DUTCH LADY UHT CHOCO MILK 225ML,Dutch Lady 子母 天然純牧奶類飲品 朱古力奶225亳升 - 6包裝,EA,1,33.6,
8343838,PK6 DUTCH LADY UHT PLAIN MILK 225ML,Dutch Lady 子母 天然純牧奶類飲品225亳升 - 6包裝,EA,1,34.3,
8343849,BLACK & WHITE UHT FULL CREAM MILK 1L,Black & White 黑白 紙包純牛奶1公升,EA,1,19.5,
8343873,WOODEN HANDLE H119.5CM,木柄,EA,1,6.8,
8343884,PEONY MARK COTTON MOP,地拖頭膠扭頭(鏍絲頭),EA,1,20.5,
8343942,TYRRELLS CHIPS CHILLI & RED PEPPER 40G,Tyrrell's 手工製甜椒及紅椒味薯片 40克,EA,1,11.2,
8343953,TYRRELLS CHIP SEA SALT & BLK PEPPER 40G,Tyrrell's 手工製海鹽及黑椒味薯片 40克,EA,1,11.3,
8343964,TYRRELLS CHIPS LIGHTLY SEA SALT 40G,Tyrrell's 手工製輕海鹽薯片 40克,EA,1,11.3,
8343975,TYRRELLS CHIP CHEDDER CHEESE 40G,Tyrrell's 手工製車打芝士及香蔥味薯片 40克,EA,1,11.3,
8344023,CALBEE POTATO CHIPS BBQ 25G,Calbee 卡樂B 燒烤味薯片 25克,EA,1,6.4,
8344683,PK6 NESCAFE RICH COFFEE 250ML,NESCAFÉ 雀巢 香濃咖啡250毫升 - 6罐裝,EA,1,48.5,
8345959,CARL LP-20 ALISYS PUNCH BLUE,CARL LP-20 ALISYS 打孔機,EA,1,63.3,
8345961,MAX DP-25 EFFORT SAVING PUNCH,MAX 美克司 DP-25 省力打孔機,EA,1,76.7,
8345983,NT L-500GRP CUTTER,NT L500GRP 鎅刀 (大),EA,1,57.4,
8346053,"N2 RUBBERBAND 1.5"" 150G",N2 橡膠圈 1.5吋,EA,1,14.6,
8346064,"N2 RUBBERBAND 2"" 150G",N2 橡膠圈 2吋,EA,1,14.6,
8346075,"N2 RUBBERBAND 2.5"" 150G",N2 橡膠圈 2.5吋,EA,1,14.6,
8346086,"N2 RUBBERBAND 3"" 150G",N2 橡膠圈 3吋,EA,1,14.6,
8348835,RM500 DOUBLE A COPY PAPER A5 80G,Double A A5 優質影印紙 80 磅 - 每捻500張,EA,1,17,
8350935,D/WALL C/BOARD BOX L13XW18XH13',雙坑紙箱 13吋x18吋x13吋,EA,1,15,
8351005,D/WALL C/BOARD BOX 19X19X19IN 482X482MM,雙坑紙箱 19吋x19吋x19吋,EA,1,25.2,
8351016,D/WALL C/BOARD BOX L19XW24XH19',雙坑紙箱 19吋x24吋x19吋,EA,1,28.9,
8360757,PK2 MAGNETIC BAR 20CM ASST COL,20CM 硬質磁條 混色 - 2條裝,EA,1,13.1,
8360768,PK2 MAGNETIC BAR 30CM ASST COL,30CM 硬質磁條 混色 - 2條裝,EA,1,16.1,
8360804,CFC FOLDING CHAIR WITH LOCK BLK,摺椅,EA,1,117,
8360815,FOLDING OFFICE TABLE FTJS60CJH OAK COL,單層摺檯 橡木色,EA,1,1038,
8360826,FOLDING OFFICE TABLE FTJS60CGY GY,單層摺檯 灰色,EA,1,1038,
8360894,RECTANGULAR OFFICE FLIP TOP TABLE GY,上揭式推轆摺檯 灰色,EA,1,1637,
8360906,RECTANGULAR OFFICE FLIP TOP TABLE OAK,上揭式推轆摺檯 橡木色,EA,1,1637,
8360917,TWO-SHELVED HT21T UTILITY CART 200KGS,雙層手推車 HT21T 負重: 200公斤,EA,1,1902,
8360928,TWO-SHELVED HT22T UTILITY CART 300KGS,雙層手推車 HT22T 負重: 300公斤,EA,1,2595,
8361523,DUNLOP H142211 DEVON SAFETY BOOTS 36 YLW,Dunlop H142.211 鋼頭鋼底安全水靴,EA,1,333,
8361534,DUNLOP H142211 DEVON SAFETY BOOTS 37 YLW,Dunlop H142.211 鋼頭鋼底安全水靴,EA,1,333,
8361545,DUNLOP H142211 DEVON SAFETY BOOTS 38 YLW,Dunlop H142.211 鋼頭鋼底安全水靴,EA,1,333,
8361556,DUNLOP H142211 DEVON SAFETY BOOTS 39 YLW,Dunlop H142.211 鋼頭鋼底安全水靴,EA,1,333,
8361567,DUNLOP H142211 DEVON SAFETY BOOTS 40 YLW,Dunlop H142.211 鋼頭鋼底安全水靴,EA,1,333,
8361578,DUNLOP H142211 DEVON SAFETY BOOTS 41 YLW,Dunlop H142.211 鋼頭鋼底安全水靴,EA,1,333,
8361589,DUNLOP H142211 DEVON SAFETY BOOTS 42 YLW,Dunlop H142.211 鋼頭鋼底安全水靴,EA,1,333,
8361591,DUNLOP H142211 DEVON SAFETY BOOTS 43 YLW,Dunlop H142.211 鋼頭鋼底安全水靴,EA,1,333,
8361603,DUNLOP H142211 DEVON SAFETY BOOTS 44 YLW,Dunlop H142.211 鋼頭鋼底安全水靴,EA,1,333,
8361614,DUNLOP H142211 DEVON SAFETY BOOTS 45 YLW,Dunlop H142.211 鋼頭鋼底安全水靴,EA,1,333,
8361625,DUNLOP H142211 DEVON SAFETY BOOTS 46 YLW,Dunlop H142.211 鋼頭鋼底安全水靴,EA,1,333,
8361636,DUNLOP H142211 DEVON SAFETY BOOTS 47 YLW,Dunlop H142.211 鋼頭鋼底安全水靴,EA,1,333,
8361647,TEC AK901 S3 SAFETY SHOES 35 BLK,TEC K901 纖維頭纖維底安全鞋 35碼,EA,1,348,
8361658,TEC AK901 S3 SAFETY SHOES 36 BLK,TEC K901 纖維頭纖維底安全鞋 36碼,EA,1,348,
8361669,TEC AK901 S3 SAFETY SHOES 37 BLK,TEC K901 纖維頭纖維底安全鞋 37碼,EA,1,348,
8361671,TEC AK901 S3 SAFETY SHOES 38 BLK,TEC K901 纖維頭纖維底安全鞋 38碼,EA,1,348,
8361682,TEC AK901 S3 SAFETY SHOES 39 BLK,TEC K901 纖維頭纖維底安全鞋 39碼,EA,1,348,
8361693,TEC AK901 S3 SAFETY SHOES 40 BLK,TEC K901 纖維頭纖維底安全鞋 40碼,EA,1,348,
8361705,TEC AK901 S3 SAFETY SHOES 41 BLK,TEC K901 纖維頭纖維底安全鞋 41碼,EA,1,348,
8361716,TEC AK901 S3 SAFETY SHOES 42 BLK,TEC K901 纖維頭纖維底安全鞋 42碼,EA,1,348,
8361727,TEC AK901 S3 SAFETY SHOES 43 BLK,TEC K901 纖維頭纖維底安全鞋 43碼,EA,1,348,
8361738,TEC AK901 S3 SAFETY SHOES 44 BLK,TEC K901 纖維頭纖維底安全鞋 44碼,EA,1,348,
8361749,TEC AK901 S3 SAFETY SHOES 45 BLK,TEC K901 纖維頭纖維底安全鞋 45碼,EA,1,348,
8361751,TEC AK901 S3 SAFETY SHOES 46 BLK,TEC K901 纖維頭纖維底安全鞋 46碼,EA,1,348,
8361762,TEC AK901 S3 SAFETY SHOES 47 BLK,TEC K901 纖維頭纖維底安全鞋 47碼,EA,1,348,
8361773,TEC AK801 S3 SAFETY SHOES 35 BLK,TEC K801 纖維頭纖維底安全鞋 35碼,EA,1,362,
8361784,TEC AK801 S3 SAFETY SHOES 36 BLK,TEC K801 纖維頭纖維底安全鞋 36碼,EA,1,362,
8361795,TEC AK801 S3 SAFETY SHOES 37 BLK,TEC K801 纖維頭纖維底安全鞋 37碼,EA,1,362,
8361807,TEC AK801 S3 SAFETY SHOES 38 BLK,TEC K801 纖維頭纖維底安全鞋 38碼,EA,1,362,
8361818,TEC AK801 S3 SAFETY SHOES 39 BLK,TEC K801 纖維頭纖維底安全鞋 39碼,EA,1,362,
8361829,TEC AK801 S3 SAFETY SHOES 40 BLK,TEC K801 纖維頭纖維底安全鞋 40碼,EA,1,362,
8361831,TEC AK801 S3 SAFETY SHOES 41 BLK,TEC K801 纖維頭纖維底安全鞋 41碼,EA,1,362,
8361842,TEC AK801 S3 SAFETY SHOES 42 BLK,TEC K801 纖維頭纖維底安全鞋 42碼,EA,1,362,
8361853,TEC AK801 S3 SAFETY SHOES 43 BLK,TEC K801 纖維頭纖維底安全鞋 43碼,EA,1,362,
8361864,TEC AK801 S3 SAFETY SHOES 44 BLK,TEC K801 纖維頭纖維底安全鞋 44碼,EA,1,362,
8361875,TEC AK801 S3 SAFETY SHOES 45 BLK,TEC K801 纖維頭纖維底安全鞋 45碼,EA,1,362,
8361886,TEC AK801 S3 SAFETY SHOES 46 BLK,TEC K801 纖維頭纖維底安全鞋 46碼,EA,1,362,
8361897,TEC AK801 S3 SAFETY SHOES 47 BLK,TEC K801 纖維頭纖維底安全鞋 47碼,EA,1,362,
8361988,SIMON 7511 PUDD SAFETY SHOES 24 BLK,日本Simon 7511 纖維頭安全鞋 24碼,EA,1,522,
8361999,SIMON 7511 PUDD SAFETY SHOES 25 BLK,日本Simon 7511 纖維頭安全鞋 25碼,EA,1,522,
8362003,SIMON 7511 PUDD SAFETY SHOES 26 BLK,日本Simon 7511 纖維頭安全鞋 26碼,EA,1,522,
8362014,SIMON 7511 PUDD SAFETY SHOES 27 BLK,日本Simon 7511 纖維頭安全鞋 27碼,EA,1,522,
8362025,SIMON 7511 PUDD SAFETY SHOES 28 BLK,日本Simon 7511 纖維頭安全鞋 28碼,EA,1,522,
8365685,PILOT FRIXION CLICKER PEN 0.5 GREEN,PILOT 百樂牌 FriXion 按掣擦擦隱形筆 0.5毫米 綠色,EA,1,17.9,
8365696,PILOT FRIXION CLICKER 4 COLOUR 0.5MM BLK,PILOT 百樂牌 FriXion Ball 4色擦擦隱形筆 0.5毫米 黑筆桿,EA,1,60,
8365719,HERNIDEX HD-690BE ERASABLE PEN BLU,Hernidex 好而得 按掣式擦得甩原子筆 0.5毫米 藍色,EA,1,11.2,
